appid,name,type,release_date,required_age,developers,publishers,genres,price,metacritic_score,recommendations,achievements,year,owners_estimate,players_forever,average_playtime,median_playtime,tags,positive_reviews,negative_reviews,release_date_parsed
576410,Nihilist Simulator,game,"11 Dec, 2017",0,hyperboreanGames,Back To Basics Gaming,"Violent, Adventure, Casual, Indie, Simulation",1.1,,105.0,0,2017,"20,000 .. 50,000",,948,242,"Simulation, Adventure, Indie, Casual, Violent",92,16,2017-12-11
397750,Guided Meditation VR,game,"3 Oct, 2016",0,Cubicle Ninjas,Cubicle Ninjas,"Casual, Indie, Early Access",10.0,,124.0,0,2016,"0 .. 20,000",,46,57,"Indie, Early Access, Casual, VR, Relaxing",96,27,2016-10-03
1094020,天下往事 Journey of the world,game,"16 Jun, 2019",0,十弦曲觞,十弦曲觞,"Adventure, Indie, RPG",0.0,,,0,2019,"0 .. 20,000",,0,0,"Adventure, RPG, Indie, RPGMaker",6,2,2019-06-16
1157040,Arkan: The dog adventurer,game,"3 Oct, 2019",0,Madao Studio,Madao Studio,"Action, Indie",8.5,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Platformer, Dog, Pixel Graphics",16,2,2019-10-03
954610,Onii-chan Asobo,game,"27 Sep, 2019",0,ilシ,ilシ,"Casual, Indie, Simulation",10.0,,317.0,0,2019,"0 .. 20,000",,185,185,,0,0,2019-09-27
494850,VeeR Pong,game,"29 May, 2017",0,Ian Slattery,Ian Slattery,"Casual, Simulation, Sports",5.25,,,0,2017,"0 .. 20,000",,0,0,"Sports, Casual, Simulation, VR",2,2,2017-05-29
365800,AdvertCity,game,"5 Jun, 2015",0,"VoxelStorm, Armchair Software","VoxelStorm, Armchair Software","Indie, Simulation, Strategy",5.25,,,0,2015,"0 .. 20,000",,289,289,"Indie, Simulation, Strategy, Management, Cyberpunk",48,43,2015-06-05
541670,Disney Infinity 3.0: Gold Edition,game,"9 Dec, 2016",0,"Avalanche Software, Heavy Iron Studios",Disney,"Action, Adventure",26.0,,970.0,0,2016,"50,000 .. 100,000",,522,510,"Adventure, Action, Sandbox, Family Friendly, Open World",1092,154,2016-12-09
598990,Pizza Connection,game,"5 Apr, 2017",0,Assemble Entertainment,Assemble Entertainment,"Simulation, Strategy",6.5,,,0,2017,"0 .. 20,000",,4,4,"Strategy, Simulation, Management, Classic, Economy",57,29,2017-04-05
927080,Space Fox Kimi,game,"7 Sep, 2018",0,ShenTzu,ShenTzu Games,"Adventure, Indie, RPG, Free To Play",0.0,,,0,2018,"0 .. 20,000",,0,0,"Exploration, Party-Based RPG, JRPG, Sci-fi, Space",11,0,2018-09-07
279440,Joe Dever's Lone Wolf HD Remastered,game,"27 Nov, 2014",0,Reply Game Studios,505 Games,"Adventure, Indie, RPG",1.5,78.0,578.0,0,2014,"100,000 .. 200,000",,339,446,"RPG, Adventure, Indie, Story Rich, Choose Your Own Adventure",600,199,2014-11-27
656030,The Lost Legends of Redwall™: The Scout Act 1,game,"14 Sep, 2018",0,Soma Games,Soma Games,"Action, Adventure, Indie",0.0,,104.0,0,2018,"20,000 .. 50,000",,28,28,"Story Rich, Adventure, Puzzle, Third Person, Singleplayer",96,28,2018-09-14
936700,Ms. Squeaker's Home for the Sick,game,"28 Sep, 2018",0,Targon Studios,Targon Studios,"Casual, Indie",4.25,,,0,2018,"0 .. 20,000",,0,0,"Indie, Casual",26,0,2018-09-28
821890,Steven Universe: Save the Light,game,"13 Aug, 2018",0,"Grumpyface Studios, Finite Reflection Studios",Cartoon Network Games,"Action, Adventure, Indie, RPG",0.0,,1232.0,0,2018,"50,000 .. 100,000",,1078,1279,"Adventure, RPG, Action, Indie, Cartoon",1225,96,2018-08-13
1169510,Game Breaker,game,"13 Dec, 2019",0,Breaker™,Breaker™,"Adventure, Indie, Free To Play",0.0,,,0,2019,"0 .. 20,000",,0,0,"Indie, Adventure, First-Person, 3D Platformer, Puzzle",4,2,2019-12-13
873490,不落城-Unconquered Castle,game,"12 Oct, 2018",0,灰烬天国,灰烬天国,"Casual, Indie, Strategy",10.0,,108.0,0,2018,"0 .. 20,000",,154,154,"Casual, Indie, Strategy, Visual Novel, Anime",115,27,2018-10-12
836110,Time Tenshi Paradox: Episode 2,game,"13 Apr, 2018",0,Silver Cow Studio,Silver Cow Studio,"Adventure, Indie, Simulation",3.25,,,0,2018,"0 .. 20,000",,0,0,"Adventure, Indie, Simulation, Sexual Content, Anime",11,11,2018-04-13
577160,Skyling: Garden Defense,game,"13 Feb, 2017",0,"Mighty Studios, LLC","Mighty Studios, LLC","Action, Casual, Indie",1.1,,,0,2017,"0 .. 20,000",,0,0,"Indie, Casual, Action",13,3,2017-02-13
1169050,Language Worm,game,"18 Oct, 2019",0,Christopher Pollard,Christopher Pollard,"Action, Casual, Indie",1.1,,,0,2019,"0 .. 20,000",,0,0,"Action, Casual, Indie, Education, Arcade",1,0,2019-10-18
833440,Vera Swings,game,"11 Oct, 2018",0,Brett Yeager,Brett Yeager,"Action, Adventure, Indie, Free To Play",0.0,,,0,2018,"0 .. 20,000",,0,0,"Action, Adventure, Indie, Free to Play, Difficult",14,5,2018-10-11
796940,Red Embrace,game,"15 Feb, 2018",0,Argent Games,Argent Games,Casual,5.25,,137.0,0,2018,"0 .. 20,000",,421,421,"Casual, Visual Novel, LGBTQ+, Romance, Dating Sim",142,13,2018-02-15
1120090,Gobligeddon,game,"13 Aug, 2019",0,Gkeylab,Gkeylab,"Action, Casual, Free To Play, Indie",0.0,,,0,2019,"20,000 .. 50,000",,0,0,"Free to Play, Casual, Action, Indie, VR",29,2,2019-08-13
693190,Survival driver 2: Heavy vehicles,game,"23 Aug, 2017",0,Tero Lunkka,Tero Lunkka,"Casual, Indie, Racing",1.1,,,0,2017,"20,000 .. 50,000",,16,16,"Racing, Indie, Casual",17,23,2017-08-23
787260,Universe Balancing Bureau,game,"5 Feb, 2018",0,Game Kombinat,Game Kombinat,"Casual, Indie",0.0,,,0,2018,"0 .. 20,000",,0,0,"Indie, Casual, Puzzle",26,2,2018-02-05
429330,Stikbold! A Dodgeball Adventure,game,"1 Apr, 2016",0,Game Swing,Curve Games,"Action, Indie, Sports",10.5,,185.0,0,2016,"20,000 .. 50,000",,370,324,"Action, Sports, Indie, Funny, Colorful",408,50,2016-04-01
1164020,Iron Sun,game,"20 Nov, 2019",0,Nibras Game Studio,Nibras Game Studio,"Action, Indie",1.1,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Gore, Violent",1,2,2019-11-20
836450,Heaven Will Be Mine,game,"25 Jul, 2018",0,"Pillow Fight, Worst Girls Games",Pillow Fight,Indie,14.5,,635.0,0,2018,"50,000 .. 100,000",,232,196,"Indie, LGBTQ+, Visual Novel, Female Protagonist, Mechs",617,46,2018-07-25
742030,MahJong,game,"8 Nov, 2017",0,baKno Games,baKno Games,"Casual, Indie, Simulation",22.0,,,0,2017,"0 .. 20,000",,777,777,"Indie, Casual, Simulation, Mahjong",17,6,2017-11-08
1070430,Space Duke,game,"8 May, 2019",0,AHui.Game,AHui.Game,"Casual, Indie",5.25,,,0,2019,"0 .. 20,000",,0,0,"Indie, Casual, Shooter, Pixel Graphics",1,2,2019-05-08
269030,The Yawhg,game,"27 Feb, 2014",0,"Damian Sommer, Emily Carroll",Damian Sommer,"Indie, RPG",10.5,66.0,1114.0,0,2014,"50,000 .. 100,000",,259,204,"Choose Your Own Adventure, Indie, Local Co-Op, Story Rich, RPG",1178,249,2014-02-27
798190,Star Clash,game,"2 Mar, 2018",0,ZGame Studio,ZGame Studio,"Action, Casual, Indie",1.1,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Casual, Space, Shooter",3,2,2018-03-02
545850,Shady Brook - A Dark Mystery Text Adventure,game,"24 Oct, 2016",0,Storycentric Worlds,Unimatrix Productions,"Adventure, Casual, Indie, RPG",3.25,,,0,2016,"0 .. 20,000",,250,250,"Adventure, Casual, Indie, RPG, Nudity",14,2,2016-10-24
622380,RETNE,game,"2 Aug, 2017",0,"VRNI Ltd, Kainos","VRNI Ltd, Kainos","Adventure, Casual, Free To Play, RPG",0.0,,,0,2017,"0 .. 20,000",,9,9,"Free to Play, Adventure, Casual, RPG, VR",40,10,2017-08-02
499120,Dark Parables: The Red Riding Hood Sisters Collector's Edition,game,"9 Aug, 2016",0,Blue Tea Games,BFG Entertainment,"Adventure, Casual",10.5,,,0,2016,"50,000 .. 100,000",,0,0,"Casual, Adventure, Hidden Object",44,5,2016-08-09
200230,Off-Road Drive,game,"29 Sep, 2011",0,1C-Avalon,Fulqrum Publishing,"Racing, Simulation",5.25,60.0,506.0,0,2011,"50,000 .. 100,000",,62,95,"Simulation, Racing, Offroad, Automobile Sim, Singleplayer",433,244,2011-09-29
514750,Nightmare Adventures: The Witch's Prison,game,"29 Aug, 2016",0,Ghost Ship Studios,BFG Entertainment,"Adventure, Casual",7.5,,,0,2016,"0 .. 20,000",,0,0,"Adventure, Casual, Hidden Object",18,2,2016-08-29
788490,StackFortress,game,"4 Mar, 2018",0,Overimagined Games,Overimagined Games,"Simulation, Strategy, Early Access",10.0,,,0,2018,"0 .. 20,000",,0,0,"Simulation, Strategy, Early Access, Tower Defense, Sandbox",7,9,2018-03-04
814580,Where Time Stood Still,game,"13 Apr, 2018",0,Ocean Software,Ziggurat,"Action, Adventure, Simulation, Strategy",4.25,,,0,2018,"0 .. 20,000",,0,0,"Adventure, Action, Strategy, Simulation, Retro",12,10,2018-04-13
794760,ABYSS CRAWLERS plus,game,"8 Mar, 2018",0,YANEURAGAMES,YANEURAGAMES,"Action, Indie",5.25,,,0,2018,"0 .. 20,000",,0,0,"Action, Indie, Action Roguelike, Female Protagonist, Rogue-lite",76,6,2018-03-08
223430,Miner Wars 2081,game,"28 Nov, 2012",0,Keen Software House,Keen Software House,"Action, Adventure, Indie, RPG, Simulation",2.62,52.0,230.0,0,2012,"50,000 .. 100,000",,270,486,"Action, RPG, Adventure, Indie, Simulation",135,244,2012-11-28
329020,Battlegrounds of Eldhelm,game,"22 Oct, 2014",0,Essence Ltd.,Essence Ltd.,"Free To Play, Indie, RPG",0.0,,,0,2014,"50,000 .. 100,000",,282,389,"Free to Play, RPG, Indie, Card Game",146,64,2014-10-22
1171990,"Aah, Halloween pie!",game,"24 Oct, 2019",0,Ingeniousfun,ingeniousfun,"Action, Indie",3.25,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Nudity",2,1,2019-10-24
387890,Radial Impact,game,"3 Aug, 2015",0,Devin Sherry,Devin Sherry,"Casual, Indie",1.25,,,0,2015,"0 .. 20,000",,0,0,"Indie, Casual",0,7,2015-08-03
1103390,ThreeStep,game,"18 Oct, 2019",0,CakeNeq Games,CakeNeq Games,"Adventure, Indie, Simulation",4.25,,,0,2019,"0 .. 20,000",,0,0,"Adventure, Indie, Simulation, Story Rich, Female Protagonist",2,0,2019-10-18
1026610,Deathless Dungeon,game,"29 Jul, 2019",0,Ember Works,Ember Works,"Action, Adventure, Indie",7.5,,,0,2019,"0 .. 20,000",,0,0,"Indie, Action, Adventure, Platformer, 2D",20,0,2019-07-29
667340,Anxiety,game,"21 Jul, 2017",0,PiFTy,PiFTy,"Adventure, Indie",1.1,,,0,2017,"0 .. 20,000",,0,0,"Indie, Adventure, Pixel Graphics, Horror, Female Protagonist",2,5,2017-07-21
230190,War for the Overworld,game,"2 Apr, 2015",0,Brightrock Games,"Mythwright, Brightrock Games","Indie, Simulation, Strategy",26.0,,6344.0,0,2015,"500,000 .. 1,000,000",,826,278,"Dungeon Crawler, Base-Building, Villain Protagonist, Sandbox, Management",6735,1102,2015-04-02
1054150,Fantasy Battles,game,"7 May, 2019",0,Area VR,Area VR,"Action, Adventure, Casual, Indie, Early Access",11.0,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Early Access, Casual, Gore",1,0,2019-05-07
305480,Heileen 2: The Hands Of Fate,game,"11 Jun, 2014",0,Winter Wolves,Winter Wolves,"Adventure, Casual, Indie",10.0,,,0,2014,"20,000 .. 50,000",,179,208,"Adventure, Indie, Visual Novel, Female Protagonist, Romance",28,22,2014-06-11
1174970,Empty Sharp,game,"2 Dec, 2019",0,Meltdownergames,Meltdownergames,"Adventure, Indie",7.85,,,0,2019,"0 .. 20,000",,0,0,"Adventure, Indie, Gore",1,0,2019-12-02
377570,Space Drifters 2D,game,"28 Mar, 2016",0,Matthew Coyle,Matthew Coyle,Indie,1.25,,,0,2016,"0 .. 20,000",,275,326,"Indie, 2D, Space",27,16,2016-03-28
959090,WayDown,game,"5 Nov, 2018",0,"CakeNeq Games, Dinobyte Softworks LLC",CakeNeq Games,"Action, Indie",0.0,,,0,2018,"0 .. 20,000",,0,0,"Action Roguelike, Top-Down Shooter, Dungeon Crawler, Rogue-lite, Shooter",10,1,2018-11-05
567280,Cube Runner,game,"13 Dec, 2016",0,EGAMER,SA Industry,"Action, Casual, Indie",1.7,,640.0,0,2016,"50,000 .. 100,000",,268,265,"Casual, Indie, Action, Platformer, Great Soundtrack",966,182,2016-12-13
314000,Pool Nation FX Lite,game,"7 Dec, 2015",0,Cherry Pop Games,Cherry Pop Games,"Casual, Free To Play, Indie, Simulation, Sports, Strategy",0.0,,504.0,0,2015,"500,000 .. 1,000,000",,151,38,"Free to Play, Sports, Pool, Multiplayer, Simulation",1760,666,2015-12-07
1009460,"Hello, Goodbye",game,"18 Apr, 2019",0,Lump of Sugar,NekoNyan Ltd.,"Casual, Simulation",26.0,,,0,2019,"0 .. 20,000",,0,0,"Simulation, Casual, Visual Novel, Romance, Anime",61,5,2019-04-18
991780,Notes of Soul,game,"17 Jan, 2019",0,（Hong Kong）GKD Game Studio,（Hong Kong）GKD Game Studio,"Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, RPG, Strategy, Early Access",26.0,,17608.0,0,2019,"500,000 .. 1,000,000",,6852,1108,"Horror, Massively Multiplayer, Sexual Content, Action, Adventure",16065,4715,2019-01-17
726810,Void Cube Runner,game,"19 Apr, 2018",0,Razard,Razard,"Action, Casual, Indie",0.0,,,0,2018,"0 .. 20,000",,4,4,"Action, Indie, Casual",10,10,2018-04-19
415980,Quatro Luzes,game,"13 Nov, 2015",0,Jardel Elias,Jardel Elias,"Adventure, Indie",6.5,,,0,2015,"0 .. 20,000",,149,265,"Adventure, Indie, 3D Platformer, Female Protagonist",9,3,2015-11-13
801610,Amigo Fishing,game,"12 Apr, 2018",0,Amigo VR,Amigo VR,"Casual, Free To Play, Simulation",0.0,,,0,2018,"20,000 .. 50,000",,18,18,"Free to Play, Casual, Simulation, VR",22,27,2018-04-12
705710,Sense of The Devil,game,"22 Sep, 2017",0,Racing Bros,ANPA.US,"Action, Indie",1.1,,135.0,0,2017,"20,000 .. 50,000",,1,1,"Action, Indie",62,93,2017-09-22
620790,The Slopes,game,"19 May, 2017",0,"Peter Labick, Connor Laux",My Way Games,"Action, Adventure, Indie, Racing",5.5,,,0,2017,"50,000 .. 100,000",,385,385,"Action, Racing, Indie, Adventure, VR",29,17,2017-05-19
793490,Exocraft,game,"12 Mar, 2019",0,GoldFire Studios,GoldFire Studios,"Action, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free To Play",0.0,,,0,2019,"100,000 .. 200,000",,0,0,"Spaceships, Massively Multiplayer, Free to Play, Resource Management, Character Customization",189,168,2019-03-12
1111340,Dream Jump Adventure,game,"2 Sep, 2019",0,redlion422,redlion422,"Action, Adventure, Casual, Indie, Strategy",1.1,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Casual, Adventure, Strategy",1,1,2019-09-02
294060,Aaru's Awakening,game,"23 Feb, 2015",0,Lumenox ehf,Lumenox ehf,"Action, Adventure, Indie",15.0,,,0,2015,"20,000 .. 50,000",,5,5,"Indie, Adventure, Action, Platformer, Puzzle-Platformer",93,41,2015-02-23
783310,Burden,game,"17 Jan, 2019",0,Black Book Development,Black Book Development,"Action, Adventure, Indie, Simulation",9.0,,,0,2019,"0 .. 20,000",,0,0,"Indie, Adventure, Action, Violent, Simulation",22,21,2019-01-17
785990,Hub Culture VR,game,"7 Feb, 2018",0,Hub Culture Ltd,Hub Culture Ltd,Utilities,0.0,,,0,2018,"0 .. 20,000",,0,0,"Utilities, VR, Management, Experience",10,1,2018-02-07
308400,Cube Samurai: RUN!,game,"15 Jun, 2016",0,Red Meat Games,Red Meat Games,"Action, Casual",5.5,,,0,2016,"0 .. 20,000",,0,0,"Runner, Action, Casual, Platformer, Family Friendly",2,0,2016-06-15
664240,RetroWar: 8-bit Party Battle,game,"17 Jun, 2019",0,Electron Studio,Electron Studio,"Action, Indie, Early Access",10.0,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Early Access",8,0,2019-06-17
799260,Godly Corp,game,"13 Dec, 2018",0,TR8 Torus Studios,SIG Publishing,"Action, Casual, Indie, Simulation",8.5,,,0,2018,"0 .. 20,000",,0,0,"Indie, Casual, Action, Funny, Dark Humor",40,14,2018-12-13
339700,"I, Gladiator",game,"7 Apr, 2015",0,Steel Monkeys,Next Dimension Game Adventures Ltd.,"Action, Adventure, Indie, RPG",8.5,,101.0,0,2015,"20,000 .. 50,000",,254,267,"Action, RPG, Adventure, Indie, Gore",103,60,2015-04-07
1120950,Chameleon Run Deluxe Edition,game,"29 Aug, 2019",0,"Hyperbolic Magnetism, CINEMAX GAMES",CINEMAX GAMES,"Casual, Indie",6.5,,107.0,0,2019,"0 .. 20,000",,0,0,"Runner, Precision Platformer, Parkour, Indie, Difficult",102,9,2019-08-29
67370,The Darkness II,game,"9 Feb, 2012",0,Digital Extremes,2K,Action,29.0,77.0,7557.0,0,2012,"2,000,000 .. 5,000,000",,501,163,"FPS, Action, Gore, Dark, Shooter",18121,1651,2012-02-09
1083190,Disc Creatures,game,"17 Oct, 2019",0,PICORINNE SOFT,DANGEN Entertainment,"Adventure, Indie, RPG",14.5,,205.0,0,2019,"0 .. 20,000",,31,36,"RPG, Creature Collector, JRPG, Turn-Based Combat, Indie",187,37,2019-10-17
716940,Grape Jelly,game,"3 Oct, 2017",0,Primitive Studio,Conglomerate 5,"Casual, Indie, Racing",1.1,,,0,2017,"0 .. 20,000",,0,0,"Indie, Casual, Racing",28,17,2017-10-03
816330,The Council of Hanwell,game,"14 Mar, 2018",0,Steel Arts,Steel Arts,"Action, Adventure, Indie",0.0,,,0,2018,"0 .. 20,000",,0,0,"Adventure, Action, Indie, Horror, Psychological Horror",49,37,2018-03-14
838750,Shadow Wolf Mysteries: Cursed Wedding Collector's Edition,game,"30 Apr, 2018",0,AMAX Interactive,BFG Entertainment,"Adventure, Casual",10.0,,,0,2018,"0 .. 20,000",,0,0,"Adventure, Casual, Hidden Object",4,1,2018-04-30
950730,Fallen Sky -Online-,game,"19 Oct, 2018",0,Marco Braun,Vault Softworks,"Adventure, Casual, Indie, RPG",2.15,,,0,2018,"0 .. 20,000",,0,0,"Adventure, Casual, RPG, Indie, Post-apocalyptic",4,1,2018-10-19
418640,Iron Commando - Koutetsu no Senshi,game,"13 Jul, 2016",0,Arcade Zone,"Piko Interactive LLC, Bleem!",Action,9.0,,,0,2016,"0 .. 20,000",,256,303,"Action, Beat 'em up, Fighting, 1990's, Retro",37,34,2016-07-13
865150,安全教育,game,"3 Jun, 2018",0,Colyu,Colyu,Adventure,169.0,,,0,2018,"0 .. 20,000",,0,0,,0,0,2018-06-03
1185870,Skyland 1976,game,"17 Nov, 2019",0,Simon CLAVEL,Simon CLAVEL,"Action, Adventure, Indie",12.0,,,0,2019,"0 .. 20,000",,0,0,"Gore, Violent, Action, Adventure, Indie",33,13,2019-11-17
891710,Thanksgiving Day Mosaic,game,"24 Oct, 2018",0,Creobit,8Floor,Casual,5.25,,,0,2018,"0 .. 20,000",,0,0,"Casual, Puzzle, Point & Click, Solitaire, 2D",19,2,2018-10-24
652890,Vanguard Knights,game,"9 Jan, 2019",0,Royal Skies LLC,Royal Skies LLC,"Action, Adventure, Indie",5.25,,,0,2019,"0 .. 20,000",,0,0,"Action, Indie, Adventure, On-Rails Shooter",28,4,2019-01-09
679030,HELI-COMMANDO 2017,game,"7 Oct, 2017",0,RF,RF,Action,1.1,,,0,2017,"0 .. 20,000",,0,0,Action,9,1,2017-10-07
506590,Sky Valley,game,"4 Aug, 2016",0,Evgenii Gubanov,Evgenii Gubanov,"Casual, Indie, Racing, Simulation",2.5,,,0,2016,"0 .. 20,000",,319,398,"Casual, Indie, Simulation, Racing, Flight",52,30,2016-08-04
920450,Escape The Labyrinth,game,"15 Sep, 2018",0,ProjectKlowd Game Studios,ProjectKlowd Game Studios,"Action, Adventure, Indie",6.5,,,0,2018,"0 .. 20,000",,0,0,"Action, Adventure, Gore, Indie, Action RPG",1,1,2018-09-15
386340,MegaSphere,game,"25 Aug, 2015",0,AKGames,AKGames,"Action, Adventure, Indie, Early Access",14.5,,,0,2015,"0 .. 20,000",,187,187,"Indie, Action, Adventure, Early Access, Metroidvania",87,42,2015-08-25
1029790,Qubes,game,"15 Mar, 2019",0,DavideJ,DavideJ,"Casual, Early Access",5.25,,,0,2019,"0 .. 20,000",,0,0,"Early Access, Casual",7,0,2019-03-15
293160,AntharioN,game,"15 Jul, 2015",0,Orphic Software,Orphic Software,"Adventure, Indie, RPG, Strategy",15.0,,144.0,0,2015,"50,000 .. 100,000",,46,46,"RPG, Strategy, Indie, Adventure, Turn-Based",129,58,2015-07-15
1183740,散歩するキーボード使い,game,"21 Nov, 2019",0,Sato Fumiya,Sato Fumiya,"Free To Play, RPG",0.0,,,0,2019,"0 .. 20,000",,0,0,"Free to Play, RPG, Typing, Indie, Pixel Graphics",52,5,2019-11-21
812580,Chop It,game,"17 Sep, 2018",0,Giant Scam Industries,Giant Scam Industries,"Casual, Indie",10.0,,,0,2018,"0 .. 20,000",,0,0,"Indie, Casual, VR, Rhythm, Martial Arts",13,3,2018-09-17
497090,Amihailu in Dreamland,game,"23 Aug, 2016",0,Delmunsoft,Delmunsoft,Indie,0.0,,,0,2016,"0 .. 20,000",,0,0,"Indie, RPGMaker, Female Protagonist, Free to Play, Pixel Graphics",26,7,2016-08-23
745030,Squarism,game,"21 Nov, 2017",0,"KirUn, algamedev, Alexander M",KirUn,"Casual, Indie",3.25,,,0,2017,"0 .. 20,000",,0,0,"Indie, Casual, Puzzle",58,5,2017-11-21
681150,Rainbow Duck,game,"29 Aug, 2019",0,Boogygames Studios,Boogygames Studios,"Action, Adventure, Casual, Indie, Racing, Sports",2.15,,,0,2019,"20,000 .. 50,000",,0,0,"Action, Indie, Casual, Sports, Adventure",12,11,2019-08-29
939560,Monster Trampoline,game,"18 Jan, 2019",0,Xenofusion Studios,Xenofusion Studios,"Casual, Indie, Strategy",8.5,,,0,2019,"0 .. 20,000",,0,0,"Indie, Party, Casual, Family Friendly, 4 Player Local",4,0,2019-01-18
1131400,Project RIP,game,"12 Oct, 2019",0,Storming Tech,Storming Tech,"Action, Indie, RPG",14.0,,118.0,0,2019,"0 .. 20,000",,5,5,"Gore, Violent, Indie, Action, RPG",81,47,2019-10-12
525660,Moonlit Mayhem™,game,"5 Oct, 2016",0,Bloodmane Interactive,Bloodmane Interactive,"Action, Adventure, Indie",0.0,,,0,2016,"0 .. 20,000",,525,525,"Action, Adventure, Indie",4,4,2016-10-05
22362,BRINK,game,"9 May, 2011",0,Splash Damage,Bethesda Softworks,"Action, Free To Play",0.0,70.0,1967.0,0,2011,"0 .. 20,000",,0,0,"FPS, Action, Multiplayer, Parkour, Shooter",3657,2383,2011-05-09
406720,Alekhine's Gun,game,"11 Mar, 2016",0,Haggard Games,Fulqrum Publishing,"Action, Adventure",14.5,40.0,346.0,0,2016,"100,000 .. 200,000",,224,285,"Stealth, Action, Adventure, Cold War, Third Person",305,187,2016-03-11
392970,New York Mysteries: High Voltage Collector's Edition,game,"12 Jan, 2016",0,FIVE-BN GAMES,FIVE-BN GAMES,"Adventure, Casual",10.0,,264.0,0,2016,"50,000 .. 100,000",,24,24,"Adventure, Casual, Hidden Object, Female Protagonist, Detective",246,24,2016-01-12
1140970,Inside The Park VR,game,"30 Aug, 2019",0,Intelimmerse LLC,Intelimmerse LLC,"Simulation, Software Training, Game Development",22.0,,,0,2019,"0 .. 20,000",,0,0,"Simulation, Software Training, Game Development, VR, Baseball",9,11,2019-08-30
869440,Cherry in the Sky,game,"20 Dec, 2018",0,The Airship Abstraction,The Airship Abstraction,"Action, Adventure, Indie",8.5,,,0,2018,"0 .. 20,000",,0,0,"Indie, Action, Adventure, Female Protagonist, Platformer",5,1,2018-12-20
655580,Micro Cosmic Worlds,game,"20 Jul, 2017",0,"Codon, Inc., Mist","Codon, Inc.",Education,9.5,,,0,2017,"0 .. 20,000",,0,0,"Education, VR, Adventure, Indie",4,2,2017-07-20
821370,MLB Home Run Derby VR,game,"26 Apr, 2018",0,MLB,MLB,"Action, Sports",26.0,,,0,2018,"0 .. 20,000",,0,0,"Sports, Action, VR, Baseball, Singleplayer",27,10,2018-04-26
292620,Pressured,game,"18 Jul, 2014",0,Paul Marrable,Funbox Media Ltd,Indie,3.25,,284.0,0,2014,"200,000 .. 500,000",,5886,213,"Indie, Puzzle, Casual",272,283,2014-07-18
245730,Flashback,game,"1 Oct, 2013",0,,Ubisoft,"Action, Adventure, RPG",3.32,,520.0,0,2013,"50,000 .. 100,000",,147,219,"Action, Adventure, Platformer, RPG, Cyberpunk",304,220,2013-10-01
1183230,A Pirate's Pleasure,game,"2 Dec, 2019",0,Heart's Choice,Heart's Choice,"Adventure, Casual, Indie, RPG",7.5,,,0,2019,"0 .. 20,000",,0,0,"Adventure, Indie, Casual, RPG, Pirates",7,4,2019-12-02
427550,Tibetan Quest: Beyond the World's End,game,"7 Apr, 2016",0,Brave Giant LTD,Artifex Mundi,"Adventure, Casual",2.9,,125.0,0,2016,"50,000 .. 100,000",,133,155,"Adventure, Casual, Hidden Object, Puzzle, Point & Click",151,86,2016-04-07
711600,Dragon Orb,game,"7 Dec, 2017",0,WaVR,WaVR,"Action, Casual, Indie, Strategy",10.0,,,0,2017,"0 .. 20,000",,0,0,"Casual, Action, Indie, Strategy, VR",1,0,2017-12-07
1130430,Escape from Chernobyl: Jailbreak,game,"30 Aug, 2019",0,Nelset,Nelset,"Adventure, Casual, Indie",3.25,,,0,2019,"0 .. 20,000",,0,0,"Adventure, Indie, Casual, Violent",10,2,2019-08-30
1134500,Follow the White Rabbit VR (화이트래빗),game,"11 Sep, 2019",0,Dexter Studios,Dexter Studios,"Adventure, Casual, Indie",10.0,,,0,2019,"0 .. 20,000",,0,0,"Adventure, Indie, Casual, VR",2,3,2019-09-11
322170,Geometry Dash,game,22 grudnia 2014,0,RobTop Games,RobTop Games,"Akcja, Niezależne",22.99,,445428.0,0,2014,"5,000,000 .. 10,000,000",,4978,502,"Difficult, Music, Level Editor, Great Soundtrack, Precision Platformer",401026,28895,
720940,Horns of Fear,game,"7 Jun, 2018",0,Pixoala,Pixoala,"Adventure, Indie",5.5,,,0,2018,"20,000 .. 50,000",,0,0,"Psychological Horror, Horror, Adventure, Mature, Gore",76,6,2018-06-07
253330,Neverending Nightmares,game,"26 Sep, 2014",0,Infinitap Games,Infinitap Games,"Action, Adventure, Indie",15.0,68.0,2043.0,0,2014,"100,000 .. 200,000",,179,146,"Horror, Psychological Horror, Indie, Atmospheric, Walking Simulator",2217,699,2014-09-26
425580,The Room Two,game,"5 Jul, 2016",0,Fireproof Games,Fireproof Games,"Adventure, Indie",5.5,,19987.0,0,2016,"500,000 .. 1,000,000",,203,192,"Puzzle, Mystery, Point & Click, Atmospheric, Hidden Object",19460,468,2016-07-05
1060350,War of the Seraphim,game,"22 May, 2019",0,Mathman21,Mathman21,"Action, Early Access",1.1,,,0,2019,"0 .. 20,000",,0,0,"Action, Early Access, Violent",1,0,2019-05-22
